_id,premium ship amount
1003109972,18
1003110160,13
1003110776,20
1003110989,0
1003111013,13
1003111227,10
1003111754,11
1003112001,31
1003112002,4
1003112100,0
1003112244,4
1003112316,0
1003112482,4
1003112576,21
1003112597,38
1003113054,7
1003113483,46
1003113525,73
1003114053,17
1003114403,41
1003114526,5
1003114737,25
1003115049,27
1003115098,6
1003115110,59
1003115310,6
1003115345,13
1003115489,2
1003115535,23
1003115613,37
1003115750,9
1003116201,14
1003116531,2
1003116739,18
1003116761,14
1003116841,3
1003116866,2
1003117207,3
1003117796,8
1003117815,18
1003118267,27
1003118292,7
1003118507,2
1003118982,3
1003118992,58
1003119377,10
1003119532,45
1003119652,6
1003119759,18
1003119846,6
1003119919,14
1003119971,4
1003119997,17
1003120034,1
1003120198,22
1003120391,25
1003120403,36
1003120421,36
1003120495,13
1003120517,57
1003120732,9
1003120773,45
1003120900,0
1003121074,24
1003121172,25
1003121382,27
1003121645,13
1003122066,6
1003122314,19
1003122504,16
1003122843,12
1003123143,6
1003123420,0
1003123512,3
1003123590,8
1003123632,8
1003123678,7
1003123702,6
1003123917,14
1003123929,53
1003123958,14
1003123974,40
1003124043,39
1003124100,1
1003124102,12
1003124237,48
1003124359,11
1003124407,18
1003124536,96
1003124537,5
1003124541,3
1003124673,12
1003124675,5
1003124724,14
1003124864,23
1003124938,35
1003125009,35
1003125160,2
1003125376,3
1003125447,6
1003126588,1
1003127229,6
1003127280,13
1003127927,0
1003127977,4
1003128126,0
1003128597,34
1003128742,13
1003128838,1
1003128946,0
1003129205,27
1003129460,12
1003129677,47
1003129765,22
1003129809,2
1003129949,36
1003130268,17
1003130605,5
1003130638,1
1003130641,2
1003130785,55
1003130834,36
1003130920,44
1003132350,2
1003132501,2
1003133263,34
1003133694,4
1003133833,27
1003134329,3
1003134340,18
1003134511,7
1003134724,3
1003134836,3
1003134985,7
1003135263,25
1003135343,9
1003135431,38
1003135437,7
1003135579,3
1003135700,8
1003135701,24
1003135901,0
1003135953,7
1003136350,31
1003136443,7
1003136519,1
1003136520,15
1003136664,14
1003136732,11
1003136750,10
1003136770,34
1003137029,11
1003137104,24
1003137339,35
1003137693,3
1003137867,11
1003138601,0
1003138794,68
1003139401,19
1003139558,0
1003139639,21
1003140026,2
1003140659,1
1003140942,13
1003141261,5
1003141441,12
1003141860,1
1003141928,17
1003141948,1
1003142046,8
1003142137,14
1003142329,66
1003142594,3
1003142659,0
1003142709,5
1003142732,3
1003142797,5
1003142865,2
1003142870,3
1003143054,17
1003143307,1
1003143312,23
1003143384,6
1003143388,3
1003143669,4
1003143689,6
1003144220,6
1003144566,10
1003145514,1
1003145916,14
1003146552,6
1003146682,59
1003147056,3
1003147154,2
1003147430,1
1003147475,21
1003147506,38
1003147637,4
1003147736,7
1003147772,6
1003148022,26
1003148031,19
1003148175,13
1003148786,1
1003149258,7
1003149613,5
1003149962,4
1003150005,11
1003150385,3
1003150749,26
1003150830,9
1003150840,1
1003150846,21
1003151049,1
1003151342,1
1003151478,7
1003151563,0
1003151592,83
1003151659,16
1003151721,35
1003151917,43
1003151918,2
1003151927,1
1003152103,13
1003152124,20
1003152160,1
1003152201,73
1003152388,4
1003152444,36
1003152580,25
1003152608,34
1003153066,7
1003153174,11
1003157831,11
1003158074,2
1003158161,37
1003158772,6
1003159424,5
1003159457,3
1003159758,10
1003160067,0
1003160262,8
1003160459,30
1003160509,11
1003160531,13
1003160639,24
1003160664,9
1003161127,68
1003161519,0
1003161528,28
1003161540,4
1003161592,28
1003161646,4
1003161769,41
1003161771,29
1003161885,21
1003161981,9
1003162070,6
1003162316,23
1003162430,9
1003162479,1
1003162568,20
1003162644,2
1003162680,2
1003162695,16
1003162955,5
1003163303,6
1003163619,5
1003165919,12
1003166121,7
1003166946,4
1003166977,1
1003167272,3
1003167287,1
1003167307,3
1003167590,14
1003167726,18
1003167895,2
1003167945,1
1003167987,91
1003167990,47
1003168366,39
1003168627,10
1003168639,71
1003168968,3
1003168994,4
1003169022,4
1003169033,2
1003169093,3
1003169125,10
1003169267,28
1003169300,10
1003169529,8
1003169692,20
1003169726,29
1003169829,19
1003170032,7
1003170096,9
1003170359,13
1003170974,0
1003171684,0
1003171784,2
1003171998,20
1003172493,21
1003173264,11
1003174157,12
1003174272,8
1003174316,14
1003174481,20
1003174933,7
1003175353,5
1003176054,3
1003176074,4
1003176236,48
1003176684,5
1003177292,13
1003177388,1
1003178819,52
1003179046,17
1003179508,45
1003179777,11
1003180222,11
1003180566,28
1003180825,4
1003181283,19
1003181366,2
1003181765,4
1003181918,14
1003182093,36
1003182187,4
1003182195,24
1003182547,9
1003183435,5
1003183504,3
1003183629,1
1003183696,1
1003183946,4
1003184048,91
1003184200,46
1003184363,4
1003184455,17
1003185106,37
1003185261,93
1003185337,0
1003185954,63
1003186005,20
1003186302,15
1003186386,21
1003186448,12
1003186491,27
1003186844,10
1003187149,32
1003187262,16
1003187493,27
1003187510,1
1003187649,12
1003188361,3
1003188389,75
1003188765,10
1003188836,9
1003188895,2
1003189022,12
1003189516,38
1003189700,64
1003189978,77
1003190084,11
1003190116,23
1003190717,2
1003190758,1
1003190776,9
1003190811,9
1003190964,7
1003191166,36
1003192041,1
1003192181,31
1003192207,9
1003192675,80
1003192895,6
1003193005,2
1003193082,1
1003193171,13
1003193213,25
1003193369,0
1003193646,0
1003194163,0
1003194251,3
1003194321,41
1003194573,11
1003194732,14
1003194853,13
1003195219,3
1003195230,11
1003195259,15
1003195347,58
1003195737,31
1003195781,6
1003195782,21
1003195808,11
1003195838,33
1003195854,1
1003195960,35
1003196057,0
1003196274,2
1003196306,40
1003196406,12
1003196493,8
1003196565,10
1003197325,20
1003197331,12
1003197391,31
1003197487,5
1003197722,7
1003198031,11
1003199122,2
1003200146,6
1003200957,3
1003201244,49
1003201343,5
1003201348,3
1003201545,52
1003201639,19
1003201882,6
1003201939,3
1003202098,10
1003202497,6
1003202598,19
1003202664,0
1003203175,3
1003203541,18
1003203757,1
1003204301,7
1003206500,14
1003206680,6
1003206860,55
1003206887,6
1003207063,15
1003207112,9
1003207182,6
1003207273,13
1003207702,32
1003207713,7
1003207926,0
1003208695,1
1003208835,1
1003209028,24
1003209100,31
1003209231,13
1003209393,19
1003209635,17
1003209658,31
1003210004,57
1003210018,5
1003210261,11
1003211039,63
1003211230,20
1003211807,62
1003212194,22
1003212232,7
1003212485,26
1003213271,48
1003213540,52
1003213807,20
1003214017,46
1003214240,7
1003214444,26
1003214855,16
1003214962,16
1003215079,28
1003215232,4
1003215250,2
1003215266,8
1003215315,4
1003215479,2
1003215509,3
1003215647,1
1003216679,20
1003216830,12
1003217153,3
1003217464,13
1003217894,16
1003218009,21
1003218140,14
1003218330,4
1003219212,5
1003219549,2
1003219631,20
1003220257,20
1003220291,7
1003220324,7
1003220583,58
1003221183,44
1003221377,15
1003221649,3
1003221918,1
1003222068,2
1003222098,5
1003222132,17
1003222270,4
1003222487,3
1003222985,4
1003223660,16
1003223723,6
1003223800,36
1003223966,7
1003226473,6
1003226849,3
1003226881,14
1003226951,6
1003227261,8
1003227298,22
1003227408,41
1003227505,10
1003227643,27
1003227693,9
1003227808,0
1003228089,1
1003228248,19
1003228323,28
1003228345,18
1003228446,40
1003228689,11
1003228880,1
1003228898,18
1003228916,1
1003228975,12
1003229174,23
1003229252,19
1003229344,6
1003229589,3
1003229734,4
1003230110,19
1003230551,11
1003230862,3
1003231094,4
1003231118,27
1003231135,1
1003231183,0
1003231340,12
1003231391,67
1003231658,23
1003232786,5
1003234131,5
1003234196,4
1003235458,3
1003235648,2
1003236585,4
1003236864,22
1003237063,60
1003237509,18
1003237888,11
1003238245,43
1003238480,27
1003239152,8
1003239847,30
1003240323,4
1003240349,6
1003240587,9
1003240885,14
1003240989,102
1003241125,48
1003241194,0
1003241238,30
1003241898,1
1003243521,28
1003243574,24
1003243741,8
1003244034,1
1003244349,28
1003244487,0
1003244652,60
1003244742,8
1003244766,1
1003244954,24
1003245361,0
1003245651,10
1003245749,0
1003246295,81
1003246577,28
1003247051,14
1003247111,21
1003247138,1
1003247261,24
1003247528,16
1003247801,24
1003248196,10
1003248911,5
1003249011,2
1003249024,0
1003249119,24
1003249157,6
1003249204,18
1003249302,52
1003249470,29
1003249487,24
1003249883,3
1003250391,16
1003250515,49
1003250560,6
1003250616,37
1003250741,11
1003251022,9
1003251988,39
1003252299,28
1003252529,2
1003252570,1
1003252658,14
1003252817,1
1003253832,17
1003253959,45
1003253960,82
1003254193,1
1003254293,18
1003254303,3
1003254671,2
1003254692,3
1003255031,9
1003255154,13
1003255242,10
1003255256,7
1003255403,18
1003255460,9
1003255738,10
1003255744,20
1003255829,13
1003255858,7
1003255940,28
1003255949,25
1003256293,29
1003256729,37
1003256878,25
1003257265,21
1003257561,16
1003258146,31
1003258428,4
1003258737,3
1003258898,16
1003259011,7
1003259179,11
1003259320,7
1003259519,51
1003259524,13
1003259879,9
1003259988,2
1003260020,6
1003260147,6
1003260280,8
1003260904,4
1003261089,33
1003261179,1
1003261235,10
1003261274,92
1003261424,5
1003261686,63
1003261743,18
1003261796,43
1003261990,14
1003262673,2
1003263889,4
1003263950,9
1003264191,46
1003264836,31
1003265237,56
1003265274,5
1003265444,43
1003265484,65
1003265727,4
1003265840,1
1003265885,57
1003266233,49
1003266382,16
1003267089,9
1003267307,29
1003267966,1
1003268357,12
1003268428,11
1003269416,6
1003269975,8
1003270287,0
1003270356,40
1003270397,12
1003270638,22
1003270772,35
1003271014,36
1003271259,10
1003271651,25
1003271670,12
1003271925,15
1003272081,28
1003272096,19
1003272596,1
1003273724,13
1003273935,9
1003274005,4
1003274342,19
1003274361,2
1003274672,1
1003274858,1
1003274988,1
1003275226,22
1003275607,27
1003275652,1
1003275796,8
1003276041,2
1003276046,5
1003276210,2
1003276256,1
1003276362,16
1003276499,11
1003276506,10
1003276553,7
1003276810,23
1003276964,0
1003277323,4
1003277329,16
1003277455,13
1003277509,28
1003277580,6
1003277617,25
1003278044,7
1003278173,3
1003278213,6
1003278356,13
1003278521,19
1003278686,11
1003279077,10
1003279269,6
1003279309,1
1003279504,36
1003279779,2
1003280309,3
1003281326,21
1003281407,19
1003281596,8
1003281820,1
1003282216,3
1003282455,20
1003282667,11
1003282815,17
1003283375,0
1003283909,27
1003284060,55
1003284258,27
1003284573,42
1003284648,34
1003284920,8
1003285476,25
1003285569,5
1003285635,3
1003286181,12
1003286289,108
1003286413,98
1003286459,0
1003286751,9
1003286837,8
1003286842,39
1003286872,9
1003286889,7
1003287642,34
1003287786,10
1003288241,9
1003289525,12
1003289566,4
1003289809,5
1003289860,17
1003290359,19
1003290416,3
1003290782,16
1003291348,10
1003291463,2
1003291487,3
1003291528,23
1003291677,20
1003291747,2
1003291749,2
1003292112,8
1003292334,35
1003292336,19
1003293685,2
1003293724,2
1003293900,5
1003293993,57
1003294345,24
1003294353,22
1003294613,5
1003295724,0
1003295757,54
1003296771,16
1003297221,4
1003297581,21
1003298129,1
1003298282,21
1003298284,1
1003298723,12
1003299038,3
1003299213,14
1003299436,28
1003299754,8
1003299876,6
1003301143,4
1003301264,3
1003301273,72
1003301355,6
1003301392,32
1003301407,10
1003302112,37
1003302282,14
1003302534,26
1003302787,22
1003302861,15
1003302877,1
1003302880,5
1003302948,8
1003303093,6
1003303176,4
1003303183,0
1003303202,1
1003303205,2
1003303255,5
1003303312,3
1003303325,10
1003303406,10
1003303599,18
1003303920,9
1003304281,9
1003304326,54
1003304742,15
1003304770,7
1003305170,7
1003305216,2
1003305237,8
1003305421,2
1003305542,2
1003305561,34
1003305667,13
1003305953,6
1003305993,2
1003307886,5
1003307894,25
1003308678,16
1003308752,12
1003308858,35
1003308977,13
1003309291,0
1003309377,79
1003309435,9
1003309477,35
1003309543,2
1003309706,3
1003309889,9
1003310161,23
1003310352,2
1003310406,1
1003310415,11
1003310662,4
1003310806,4
1003312512,17
1003312938,46
1003313273,0
1003314101,18
1003314227,68
1003314230,8
1003314548,5
1003314569,32
1003314733,89
1003314819,16
1003314837,19
1003315203,80
1003315380,1
1003315513,20
1003315735,20
1003318453,8
1003318728,47
1003319089,29
1003319310,32
1003319491,8
1003319554,11
1003319639,4
1003319789,20
1003320401,13
1003320428,0
1003320552,3
1003320754,4
1003321646,10
1003322154,7
1003322205,1
1003322359,14
1003322379,16
1003322399,15
1003322538,7
1003323034,82
1003323526,6
1003324683,15
1003324718,22
1003325814,7
1003326180,11
1003326480,0
1003326569,13
1003326831,4
1003326937,20
1003326942,13
1003327178,17
1003327209,4
1003327248,5
1003327521,16
1003327793,28
1003328024,25
1003328679,22
1003329176,60
1003330156,19
1003330919,54
1003330924,21
1003331770,5
1003332194,16
1003332306,7
1003332603,12
1003332619,33
1003332827,19
1003332981,103
1003333300,17
1003333499,55
1003333608,1
1003333815,3
1003333910,9
1003333978,17
1003334367,2
1003335244,4
1003335323,52
1003335547,3
1003335568,56
1003335933,38
1003335942,31
1003336033,69
1003336140,38
1003336195,2
1003336409,7
1003336708,44
1003338865,1
1003339933,2
1003340002,0
1003340156,10
1003340313,5
1003340331,38
1003340357,17
1003340560,5
1003341151,1
1003342142,14
1003342953,20
1003344275,5
1003344328,76
1003344492,1
1003344505,56
1003344571,40
1003345142,1
1003345288,63
1003346391,3
1003346441,18
1003346768,32
1003347054,10
1003347333,1
1003348012,86
1003348266,2
1003348888,5
1003348903,5
1003349035,5
1003349135,16
1003349408,57
1003350131,1
1003350346,8
1003350944,1
1003350970,6
1003350990,10
1003351686,20
1003351976,2
1003352478,21
1003352516,4
1003352561,3
1003352910,9
1003353545,2
1003353987,6
1003354264,6
1003354535,7
1003354724,29
1003355182,52
1003355191,74
1003355440,33
1003355530,36
1003355962,2
1003357127,20
1003357325,9
1003357395,43
1003357675,10
1003358354,10
1003358355,6
1003358391,6
1003358701,3
1003358762,5
1003358941,39
1003359210,14
1003359270,12
1003359286,18
1003359414,13
1003359428,13
1003359799,14
1003359926,6
1003360005,4
1003360050,1
1003360090,3
1003360295,8
1003361377,11
1003361838,3
1003362794,3
1003363060,7
1003363165,29
1003364081,17
1003364182,8
1003364422,15
1003365026,9
1003365064,1
1003365538,0
1003365609,1
1003365631,64
1003365643,4
1003365760,0
1003365887,15
1003366204,4
1003366207,30
1003366351,16
1003366580,0
1003366600,42
1003366644,31
1003366917,23
1003367087,11
1003367134,11
1003367336,10
1003367411,3
1003367481,4
1003367587,10
1003367825,7
1003368392,15
1003368542,7
1003368820,22
1003368964,13
1003369250,3
1003369353,14
1003369480,15
1003369559,27
1003369723,5
1003370581,57
1003370924,8
1003370956,17
1003371187,4
1003371225,39
1003371344,16
1003371520,3
1003371940,4
1003371978,11
1003372401,5
1003372732,37
1003372807,8
1003372861,8
1003372965,10
1003373005,10
1003373009,35
1003373010,56
1003373074,70
1003373110,2
1003373162,0
1003373353,1
1003373372,10
1003373619,16
1003373635,50
1003373683,1
1003373988,9
1003374193,1
1003374206,10
1003374526,0
1003374813,15
1003374904,4
1003375232,15
1003375312,40
1003375374,0
1003375636,3
1003375868,50
1003375883,7
1003375886,15
1003375904,15
1003376076,3
1003376617,39
1003376953,30
1003377288,51
1003377687,18
1003378624,30
1003378815,3
1003378895,3
1003379024,4
1003379150,3
1003379193,10
1003379838,6
1003380018,27
1003380119,42
1003380444,13
1003380794,45
1003380837,5
1003381023,1
1003381123,7
1003381345,5
1003381486,41
1003381532,4
1003381786,5
1003382046,37
1003382157,1
1003382293,19
1003382320,0
1003382361,22
1003382408,3
1003382456,8
1003382890,3
1003382925,6
1003383039,11
1003383129,58
1003383341,69
1003383472,66
1003383495,25
1003383620,10
1003383865,18
1003385538,20
1003385920,8
1003386072,28
1003387113,5
1003387584,90
1003387676,41
1003388035,24
1003388069,9
1003388255,20
1003388349,3
1003388352,11
1003389164,30
1003389266,35
1003389470,49
1003389504,2
1003389544,24
1003390412,9
1003390656,0
1003390787,33
1003390894,26
1003391353,21
1003391646,5
1003391687,3
1003392013,4
1003392659,28
1003392821,47
1003393298,2
1003393333,2
1003393397,77
1003393406,47
1003393509,12
1003393603,28
1003393803,6
1003394106,6
1003394803,1
1003394998,15
1003395179,4
1003395335,51
1003395420,2
1003395513,10
1003395753,21
1003395756,30
1003395874,8
1003395989,8
1003396125,6
1003396160,18
1003396353,2
1003396460,2
1003396708,4
1003397114,46
1003397423,20
1003397689,28
1003397995,20
1003398732,18
1003398827,12
1003398899,3
1003399028,27
1003399444,26
1003399545,93
1003399848,1
1003399942,29
1003400115,39
1003400184,3
1003400315,20
1003400491,1
1003400527,3
1003400814,19
1003400856,2
1003400946,0
1003401082,14
1003401254,3
1003401698,8
1003402405,10
1003402724,1
1003402895,36
1003402976,13
1003403295,25
1003403455,16
1003403739,16
1003403783,63
1003403790,38
1003403812,10
1003404623,10
1003404848,0
1003405396,19
1003405637,15
1003405641,5
1003405775,39
1003405794,36
1003405815,29
1003406098,15
1003406107,26
1003406134,7
1003406247,0
1003406427,1
1003406530,0
1003407056,2
1003408863,22
1003409152,20
1003409700,5
1003409737,14
1003409872,17
1003409988,3
1003410307,19
1003410409,13
1003410515,3
1003410816,30
1003411111,57
1003411320,23
1003411557,37
1003412380,28
1003412428,7
1003412452,6
1003412590,7
1003412939,19
1003413717,28
1003413927,19
1003414565,63
1003414639,19
1003414960,10
1003415045,7
1003415528,4
1003415818,1
1003415986,20
1003416046,6
1003416106,12
1003416286,44
1003416492,1
1003416528,17
1003416824,6
1003416937,37
1003417227,6
1003417340,14
1003418017,4
1003418528,21
1003418629,27
1003418688,11
1003418761,18
1003418975,0
1003419010,45
1003419091,4
1003419108,20
1003419205,8
1003419322,51
1003419661,48
1003419706,4
1003419778,4
1003419824,17
1003419955,4
1003420042,20
1003420157,5
1003420340,1
1003421061,13
1003421639,19
1003422516,37
1003422732,25
1003423092,9
1003423244,29
1003423452,88
1003423491,26
1003423609,2
1003423844,8
1003423930,3
1003424073,2
1003424137,13
1003424203,8
1003424438,5
1003424674,3
1003424857,38
1003424899,5
1003424984,32
1003425230,1
1003425441,2
1003425455,1
1003425539,3
1003425561,9
1003425591,9
1003425681,5
1003425697,11
1003426477,12
1003426992,2
1003426998,9
1003427246,28
1003427776,7
1003427835,14
1003427944,12
1003428154,27
1003428177,14
1003428337,31
1003428434,17
1003428460,30
1003428998,30
1003429177,25
1003429298,3
1003429352,3
1003429373,1
1003429669,5
1003429744,13
1003429908,6
1003430157,32
1003430196,5
1003430313,17
1003431039,12
1003431226,33
1003431439,23
1003432117,11
1003432357,7
1003432676,8
1003432716,13
1003432819,3
1003432848,5
1003432852,39
1003432916,3
1003433056,6
1003433206,11
1003433504,33
1003433568,4
1003433648,34
1003433708,5
1003433986,12
1003433990,3
1003434228,0
1003434244,8
1003434558,16
1003434579,2
1003434676,1
1003435635,31
1003435772,6
1003435807,2
1003436045,27
1003436448,36
1003436893,26
1003437100,22
1003437262,8
1003437732,90
1003437768,26
1003437960,1
1003438144,47
1003438203,9
1003438284,23
1003438557,19
1003438600,5
1003438878,1
1003438908,3
1003439503,5
1003439512,2
1003439548,2
1003439791,6
1003439998,17
1003440560,3
1003440594,19
1003441213,37
1003441245,2
1003441459,45
1003441909,20
1003441922,15
1003442221,59
1003442527,10
1003442545,6
1003442600,28
1003442611,0
1003442625,9
1003442820,3
1003442995,13
1003443126,0
1003443257,34
1003443389,14
1003443402,4
1003443729,5
1003444241,8
1003444352,1
1003444378,10
1003444400,33
1003444480,12
1003444481,23
1003444520,3
1003445108,46
1003445167,3
1003445373,48
1003445784,3
1003446222,13
1003446456,3
1003446502,24
1003446574,1
1003446702,18
1003447109,7
1003447447,11
1003447579,5
1003447962,7
1003448505,22
1003448549,10
1003448639,2
1003448657,14
1003448670,36
1003448917,60
1003449025,3
1003449245,11
1003449703,1
1003449971,37
1003450039,11
1003450151,7
1003450422,16
1003451111,6
1003451122,13
1003451282,20
1003451981,32
1003452108,14
1003452764,7
1003452772,29
1003453025,5
1003453064,2
1003453219,6
1003453263,19
1003453293,15
1003453404,2
1003453514,0
1003453594,2
1003453643,18
1003453744,1
1003454090,38
1003454500,44
1003454655,30
1003454763,3
1003454915,13
1003455240,22
1003455597,14
1003455623,3
1003456248,0
1003456327,1
1003456509,8
1003456656,36
1003457225,7
1003457434,13
1003457462,7
1003457492,25
1003457584,79
1003457643,6
1003457808,29
1003458001,12
1003458535,7
1003458886,7
1003459052,7
1003459159,45
1003459570,4
1003459735,14
1003459938,10
1003460176,5
1003460201,21
1003460400,9
1003460482,24
1003460572,10
1003460651,6
1003460732,72
1003460740,3
1003460742,14
1003460782,93
1003461434,0
1003461838,5
1003461993,5
1003462370,8
1003462767,54
1003463044,22
1003463236,9
1003463578,14
1003463671,2
1003463733,6
1003463842,2
1003463971,6
1003464544,13
1003464760,3
1003464827,8
1003464894,2
1003464958,20
1003465003,6
1003465088,19
1003465124,20
1003465141,79
1003465167,36
1003465184,12
1003465198,34
1003465208,12
1003465424,33
1003465595,9
1003465859,17
1003466211,4
1003466335,31
1003466619,11
1003467648,2
1003467893,5
1003468050,30
1003468187,23
1003468599,10
1003468664,10
1003469073,28
1003469128,23
1003469164,6
1003469706,20
1003469862,4
1003469949,7
1003470149,9
1003470446,59
1003470544,2
1003470695,60
1003471753,15
1003472774,2
1003472894,0
1003473064,23
1003473262,36
1003473397,23
1003473425,5
1003473437,45
1003474150,3
1003474226,2
1003474233,2
1003474429,10
1003474530,31
1003474714,5
1003475222,40
1003476299,2
1003476389,34
1003476975,1
1003477316,10
1003477323,8
1003477504,12
1003478030,96
1003478099,97
1003478174,5
1003478199,3
1003478525,2
1003479191,22
1003479336,19
1003479395,19
1003479469,0
1003479845,68
1003480313,33
1003480761,3
1003480901,20
1003481053,10
1003481226,7
1003481272,91
1003481503,76
1003481896,79
1003482069,2
1003482466,7
1003482482,28
1003482534,4
1003482666,1
1003482895,14
1003483090,9
1003483094,5
1003483192,23
1003483253,4
1003483712,11
1003483754,50
1003484055,14
1003484246,16
1003485734,8
1003487051,3
1003487364,53
1003487459,2
1003487625,2
1003487796,5
1003488335,6
1003488338,25
1003488456,0
1003488621,22
1003489038,9
1003489772,46
1003489984,1
1003490036,2
1003490039,83
1003490062,4
1003490124,1
1003490255,17
1003490317,2
1003490418,3
1003490778,4
1003490803,10
1003490867,50
1003490885,50
1003491116,18
1003491172,3
1003491212,8
1003492297,4
1003493155,7
1003493209,90
1003493404,32
1003493467,10
1003493717,47
1003493721,3
1003494093,8
1003494163,16
1003494291,18
1003494361,18
1003494387,20
1003494912,50
1003495104,2
1003495163,8
1003495176,5
1003495249,10
1003495279,8
1003495364,14
1003495383,32
1003495486,1
1003495626,0
1003495652,5
1003495690,49
1003495725,0
1003495840,2
1003495918,4
1003495960,0
1003496008,25
1003496211,7
1003496400,2
1003496474,11
1003496679,17
1003496694,7
1003496731,3
1003496869,20
1003496998,15
1003497079,9
1003497307,6
1003497627,10
1003498041,20
1003498069,33
1003498255,5
1003498349,5
1003498542,21
1003498552,2
1003498846,39
1003499211,15
1003499323,7
1003500084,0
1003500270,19
1003500619,9
1003500757,8
1003500993,16
1003501078,9
1003501228,13
1003501339,0
1003501360,21
1003501523,7
1003501535,22
1003501591,13
1003501956,15
1003501977,21
1003502287,11
1003502481,2
1003502812,92
1003503552,14
1003503671,0
1003504046,16
1003504196,1
1003504214,22
1003504750,1
1003505078,3
1003505198,0
1003505438,5
1003505451,3
1003505551,40
1003505692,1
1003505931,23
1003505932,1
1003506246,9
1003506599,37
1003506966,9
1003507297,36
1003508135,0
1003508814,6
1003509521,3
1003509734,24
1003509777,2
1003510001,13
1003510012,12
1003510178,4
1003510512,5
1003510908,19
1003511121,14
1003511242,0
1003511432,2
1003511640,48
1003511991,5
1003512073,19
1003512651,8
1003513277,15
1003513596,7
1003514567,48
1003514625,6
1003514910,2
1003515457,2
1003515484,9
1003515621,44
1003515807,9
1003516173,36
1003516222,2
1003516626,20
1003516686,10
1003516691,42
1003516833,10
1003517131,7
1003517225,3
1003517471,11
1003517664,9
1003518143,25
1003518550,12
1003518562,26
1003518614,3
1003519040,39
1003519948,77
1003520671,9
1003521291,35
1003521556,11
1003522213,4
1003522215,0
1003522369,2
1003522505,44
1003522817,3
1003522930,7
1003523015,31
1003523053,15
1003523120,8
1003523154,2
1003523255,8
1003523389,15
1003523942,4
1003524033,14
1003525208,8
1003525533,9
1003525981,20
1003526236,30
1003526670,21
1003526847,6
1003527835,15
1003527983,21
1003528018,0
1003528153,9
1003528159,4
1003528429,1
1003528869,29
1003529371,2
1003529587,41
1003529661,1
1003530413,18
1003530493,11
1003530563,6
1003530661,2
1003530670,0
1003530772,26
1003530932,5
1003532716,21
1003533253,15
1003533850,23
1003534123,3
1003534237,5
1003534606,11
1003535188,19
1003535410,29
1003535722,10
1003535852,7
1003536221,12
1003536256,38
1003536403,7
1003536469,13
1003536547,41
1003536564,1
1003536566,20
1003536570,8
1003536584,2
1003536832,28
1003536867,6
1003536891,4
1003536897,4
1003536984,0
1003537105,36
1003537109,5
1003537205,1
1003537723,6
1003537782,14
1003537796,13
1003538344,31
1003538696,4
1003539658,26
1003539778,8
1003539789,0
1003540199,22
1003540205,12
1003540242,66
1003541036,19
1003541066,7
1003541143,61
1003541271,0
1003541401,2
1003541439,1
1003541566,21
1003541922,18
1003541992,22
1003542587,1
1003543250,47
1003543438,11
1003543448,0
1003543509,25
1003543639,4
1003543793,13
1003543817,47
1003543849,7
1003543970,6
1003543997,5
1003544454,5
1003544532,7
1003544604,15
1003544641,8
1003544761,10
1003544816,20
1003545118,0
1003545205,8
1003545255,3
1003545708,21
1003546143,17
1003546412,22
1003546446,26
1003546457,19
1003547424,21
1003548117,2
1003548508,1
1003548794,21
1003550074,13
1003550223,24
1003550331,14
1003550372,4
1003550616,49
1003550621,9
1003551065,2
1003551883,5
1003551942,10
1003552250,10
1003552827,42
1003553067,49
1003553133,16
1003553563,60
1003553824,27
1003554035,8
1003554151,9
1003554241,4
1003554359,7
1003554388,4
1003554416,2
1003554619,1
1003554772,2
1003554993,18
1003555178,37
1003555211,3
1003555289,25
1003555978,14
1003556817,30
1003557201,26
1003557768,10
1003557882,0
1003558170,0
1003558398,54
1003558465,5
1003558546,4
1003558558,13
1003558616,5
1003558621,10
1003558635,46
1003558785,10
1003558792,72
1003558960,6
1003559210,13
1003559336,23
1003559703,14
1003559744,3
1003559924,52
1003560125,32
1003560251,31
1003561611,3
1003561676,31
1003562145,5
1003562547,4
1003562680,29
1003562867,1
1003562897,40
1003562933,9
1003563012,13
1003563032,10
1003563279,40
1003563556,11
1003563648,2
1003563769,2
1003563802,9
1003563969,40
1003564003,0
1003564127,10
1003564272,26
1003565619,17
1003565851,2
1003566108,7
1003566380,28
1003566397,73
1003566434,27
1003566734,3
1003566778,2
1003566999,14
1003567115,27
1003567581,2
1003567901,4
1003568682,32
1003568895,3
1003569010,30
1003570163,50
1003570657,8
1003570797,17
1003571037,11
1003571369,8
1003571381,8
1003571538,24
1003571557,1
1003571559,2
1003571601,55
1003571739,34
1003571841,1
1003571965,4
1003572077,16
1003572190,2
1003572311,16
1003572313,0
1003572514,29
1003572700,4
1003573048,19
1003573212,60
1003573508,10
1003573663,0
1003573791,5
1003574413,8
1003574865,4
1003574990,6
1003575016,16
1003575383,16
1003575696,33
1003575714,3
1003576008,12
1003576196,33
1003576535,20
1003576794,10
1003577046,40
1003577144,11
1003577208,5
1003577269,8
1003578430,1
1003578659,19
1003578686,2
1003579338,8
1003579684,9
1003579743,13
1003579968,5
1003580382,2
1003580844,4
1003580871,7
1003581034,8
1003581041,12
1003581138,14
1003581153,1
1003581432,10
1003581443,28
1003581508,65
1003581734,57
1003582067,34
1003582117,34
1003582188,54
1003582510,1
1003582935,9
1003583083,40
1003583152,2
