_id,overall_stats.avg_battle_values.avg_tier
1002832475,3.5
1002832597,4.6
1002832623,6.3
1002832858,6.2
1002832888,4.7
1002833052,4.7
1002833083,3.5
1002833132,5.3
1002833187,3.8
1002833393,5.8
1002833527,6.2
1002833534,6.9
1002833540,6.3
1002833595,5.6
1002833608,5.7
1002833825,4.1
1002833963,5.8
1002834060,7.4
1002834102,5.1
1002834508,6.7
1002834518,6.2
1002834527,7.4
1002834699,4
1002834707,6.9
1002834824,7.1
1002834925,8.1
1002835063,5.5
1002835261,6.1
1002836725,4.7
1002837092,6.5
1002837371,6.1
1002837910,5.4
1002838092,6.7
1002838145,5.8
1002838191,4.4
1002838335,6.3
1002838367,4
1002838560,4.8
1002838868,4.5
1002839047,7.3
1002839088,6
1002839180,4.7
1002839363,5.5
1002839579,6.5
1002839680,5.1
1002840003,7.3
1002840050,6.4
1002840095,5.1
1002840221,6.8
1002840395,5.9
1002840459,5
1002840577,8
1002840656,6
1002840811,6.3
1002840949,6
1002841085,4.3
1002841295,5.6
1002841534,5.3
1002841537,6.2
1002841603,7.9
1002841667,5
1002841898,6.9
1002841951,6
1002842168,5.1
1002842823,6.7
1002842836,6.5
1002842975,7.2
1002843063,6.8
1002843256,7
1002843369,4.6
1002843591,5.8
1002843751,6.2
1002843964,5.6
1002844309,6.8
1002844492,6.1
1002844710,4.2
1002844740,7.4
1002844748,5.9
1002844766,5.5
1002844895,7.4
1002844966,6.5
1002844996,4.4
1002845332,4.8
1002845344,7.6
1002845390,7.6
1002845490,6.4
1002845571,6.3
1002845731,5.2
1002845976,4.9
1002846201,6.3
1002846293,7.3
1002846441,5.1
1002846488,6.8
1002846516,7.1
1002846641,5.7
1002846687,5.2
1002846777,4.8
1002846792,6.3
1002846797,5.7
1002847095,4.9
1002847325,7
1002847379,8.1
1002847483,5.6
1002847545,5.9
1002847603,6.5
1002847680,3.6
1002847713,6.3
1002847924,6.3
1002848092,7.5
1002848460,4.5
1002848536,6
1002848647,7.5
1002848811,7.6
1002849267,6.2
1002849337,4.7
1002849430,6.6
1002849696,5.6
1002849775,7.1
1002850074,3.9
1002850142,5.2
1002850154,5.3
1002850232,6.3
1002850368,5
1002850457,7.7
1002850513,8.3
1002850626,5.7
1002850788,8
1002850851,7.3
1002851117,5
1002851247,7.6
1002851414,6.5
1002851495,5.6
1002851544,6.1
1002851829,7.4
1002851872,7
1002851874,7.4
1002852292,7.1
1002852308,6.7
1002852339,5
1002852831,7.1
1002852997,5.3
1002853011,3.9
1002853040,5.1
1002853163,4.7
1002853302,4
1002853530,6
1002853914,6.9
1002854099,7.2
1002854388,6
1002854504,7.1
1002854712,5.7
1002854796,4.5
1002854893,6.6
1002855223,8
1002855439,6
1002855823,5.5
1002855845,5.9
1002855987,6
1002856117,6.1
1002856157,5
1002856514,6.9
1002856531,6.3
1002857449,5.7
1002857645,4.1
1002858001,7.1
1002858158,6.3
1002858557,6.4
1002858702,7.5
1002858741,6
1002858780,6
1002858887,5.4
1002858904,5.3
1002858922,7.7
1002859015,6.9
1002859057,7.5
1002859131,3.8
1002859283,5.1
1002859418,2.9
1002859508,5.5
1002859548,7.1
1002859683,5.7
1002859793,7
1002859833,5.8
1002859871,6.8
1002859968,4.1
1002860328,7.1
1002860440,7.2
1002860525,4.9
1002860868,5.5
1002861004,6.5
1002861317,6.3
1002861647,6.4
1002861829,6.8
1002862350,5.4
1002863130,5.9
1002863492,6.8
1002863622,7.6
1002863774,8
1002864115,5.5
1002864362,6.1
1002864793,7.7
1002864997,4.4
1002865404,5.3
1002865413,6.3
1002865512,6.5
1002865693,5.3
1002865706,6.3
1002865891,5.6
1002866015,5.4
1002866029,7.4
1002866066,6.4
1002866120,5.3
1002866289,5.1
1002866298,5.4
1002866362,6.3
1002866443,7.7
1002866578,5.6
1002866596,4.9
1002866690,5.7
1002866696,6.7
1002866749,7.5
1002866783,5.2
1002866998,5.2
1002867163,5.2
1002867254,7.8
1002867431,7.3
1002867551,4.9
1002867989,6.6
1002868067,5.5
1002868593,7.5
1002868701,7.3
1002868816,5
1002868817,6.9
1002869160,7.2
1002869225,5.8
1002869853,6.4
1002869913,7.2
1002870522,4.3
1002870568,6.2
1002871204,6.6
1002871363,4.5
1002871506,6.7
1002871570,7.2
1002872199,7.3
1002872323,4.5
1002872526,3.9
1002873370,7.3
1002873598,3.6
1002873681,5.5
1002873936,6.2
1002874260,7
1002874334,6.2
1002874504,7.2
1002874648,6.8
1002874682,5.8
1002874705,7
1002874719,4.6
1002874781,5.2
1002874802,6.5
1002874963,8.9
1002875081,4.5
1002875110,7.8
1002875158,4
1002875176,7.6
1002875380,5.2
1002875453,6.1
1002876064,8.2
1002876090,4.9
1002876695,5.8
1002876824,7
1002877250,6.5
1002877535,7
1002877555,6.8
1002877757,5.9
1002878098,7.5
1002878319,5.9
1002878452,7.7
1002878553,6.8
1002878716,5
1002878740,4.6
1002878788,6.8
1002878815,5.9
1002879014,6.6
1002879152,7.1
1002879184,3.1
1002879253,5.6
1002879312,5.1
1002879345,8
1002879537,4.9
1002879745,5.7
1002879893,4.6
1002880169,4.8
1002880391,5.1
1002880398,5.3
1002880525,5.2
1002880576,5.6
1002880878,6.8
1002881028,5.6
1002881030,6.8
1002881064,5.4
1002881096,7.3
1002881317,8.2
1002881524,6.3
1002881795,4
1002881876,6.6
1002882411,5.9
1002882510,3.7
1002883228,3.4
1002883307,5.1
1002883411,6.9
1002883448,5.1
1002883528,5.5
1002883576,4.6
1002884160,7.8
1002884434,5.8
1002884487,5.6
1002885238,4.9
1002885268,5.6
1002885318,7.1
1002885629,7.8
1002885642,4.5
1002885864,6.2
1002886020,5
1002886083,7
1002886129,5.8
1002886181,6.5
1002886231,6.6
1002886511,7.5
1002886571,4.1
1002886607,5.5
1002886626,6.5
1002886804,6.5
1002886903,6
1002886914,5.4
1002886928,5.6
1002886942,7
1002887331,6.8
1002887400,6.4
1002887500,4.7
1002887592,6.8
1002887630,7.5
1002887687,6.9
1002887781,5.3
1002887910,4.9
1002887930,6.9
1002887985,6.6
1002888022,6.4
1002888135,5.5
1002888414,6.7
1002888458,5.7
1002888509,7.4
1002888652,5.8
1002888909,5
1002889348,6
1002889453,5.6
1002889613,4.1
1002889809,5.8
1002889859,3.7
1002890210,6.2
1002890338,5.2
1002890439,7
1002890571,5.9
1002890837,6.7
1002890953,6.8
1002891009,7.2
1002891257,6.6
1002891603,6.5
1002891733,6.3
1002891997,6.8
1002892348,6.1
1002892507,5.3
1002892756,7.6
1002892764,4.3
1002892897,6.9
1002893064,7.2
1002893461,5
1002893521,6.6
1002894105,5
1002894424,5.6
1002894582,5.1
1002894599,7
1002894612,5.4
1002894977,6.8
1002895091,6.3
1002895285,5.8
1002895295,5.8
1002895315,4.3
1002895497,7.1
1002895552,7.9
1002895653,4.7
1002895664,5.7
1002895696,5.5
1002895742,5.6
1002895849,6
1002895942,8.5
1002896030,3.9
1002896094,5.2
1002896754,6.8
1002897051,4.1
1002897598,5.2
1002897799,7.2
1002897967,6.7
1002898027,5.7
1002898329,4.8
1002898419,3.7
1002898516,5.9
1002898536,5.3
1002898712,5.8
1002898973,7
1002899156,4.3
1002899408,6.7
1002899440,4.7
1002899600,6.3
1002899782,5.3
1002899967,5.3
1002900029,6.8
1002900230,7.9
1002900248,7.3
1002900578,6.4
1002900728,6.6
1002900789,5.5
1002900790,4.3
1002900850,6
1002900878,4.7
1002900914,6.6
1002900995,4.8
1002901031,3.9
1002901034,5.5
1002901253,5.3
1002901490,6.4
1002901525,7
1002901591,7.7
1002901683,7
1002901691,6.3
1002901828,8.1
1002901969,5
1002902015,6.7
1002902142,4.4
1002902257,4.6
1002902295,6.7
1002902325,6
1002902467,5.6
1002902596,6
1002902692,5.9
1002902814,9
1002902863,5.7
1002902882,5.9
1002903122,6.5
1002903212,7
1002903690,3.7
1002903885,5.8
1002904677,3.7
1002904712,5.4
1002904932,3.8
1002905451,7.7
1002905590,4.6
1002906097,5.4
1002906390,5.9
1002906408,4.8
1002906954,6.8
1002906977,6.7
1002907002,6.2
1002907196,5
1002907301,5.7
1002907389,6.9
1002907475,5.8
1002907772,7.4
1002907798,5.9
1002907876,4.5
1002907898,5.6
1002907939,7.6
1002907960,6.3
1002908012,5.9
1002908195,5.7
1002908220,5
1002908481,3.9
1002908767,3.4
1002908936,8.3
1002908971,6.8
1002909049,5.5
1002909143,7.8
1002909350,8
1002909484,5.6
1002909498,6
1002909655,6.7
1002909715,7
1002909793,8.1
1002910153,6.7
1002910169,6.6
1002910176,5.8
1002910559,8.2
1002911165,6.2
1002911243,7.5
1002911404,6.2
1002911656,6.1
1002911920,7.6
1002912217,6.7
1002912284,6.8
1002912718,5.7
1002912732,5.5
1002912802,5
1002912925,7
1002913043,6.5
1002913209,5
1002913458,7
1002913493,7.1
1002913741,5.4
1002913781,4.2
1002914225,5.7
1002914469,6.1
1002914652,6.6
1002914692,6.6
1002914813,5.2
1002915033,6.6
1002915286,7.5
1002915304,5.3
1002915337,6.2
1002915370,4.8
1002915405,5.9
1002915636,6.1
1002915770,5.7
1002916090,7.1
1002916164,6.1
1002917262,5.2
1002917609,5.9
1002917855,6.5
1002917881,4.3
1002917921,7.3
1002918062,7.7
1002918246,5
1002918608,4.7
1002918655,5.9
1002919153,6
1002919545,6.2
1002919579,6.1
1002920020,6.9
1002920183,7.5
1002920320,7.6
1002920602,5.3
1002920830,7.3
1002920932,6.2
1002920941,6
1002921052,7.1
1002921146,5.9
1002921446,7.4
1002921632,5.9
1002921805,8.1
1002921834,6.5
1002922036,6.1
1002922059,6.8
1002922244,6.5
1002922460,4.5
1002922482,6.6
1002922551,6.4
1002922602,5.6
1002922651,7.4
1002922745,5.3
1002922931,5.6
1002923190,5.9
1002923837,7.4
1002924152,4.1
1002924432,6.8
1002924554,4.7
1002924576,5.4
1002924792,5.9
1002924817,5.1
1002925440,7.1
1002925903,6.5
1002925984,6.5
1002926070,6.4
1002926335,6.9
1002926972,5.5
1002927177,7.5
1002927183,6.9
1002927289,4.9
1002927293,4.9
1002927298,6.7
1002927303,7.8
1002927400,5.5
1002927672,6.3
1002927704,7.4
1002927720,6.3
1002927956,4
1002928010,6.3
1002928113,5.8
1002928141,5.4
1002928187,6
1002928232,3.3
1002928241,5.7
1002928258,6.9
1002928377,5.7
1002928631,6
1002928664,7.8
1002928712,6.9
1002928764,7
1002929160,7.2
1002929209,6.9
1002929474,7.3
1002929480,6.7
1002929734,3.9
1002930256,6.8
1002930548,4.8
1002930564,5.1
1002930714,6
1002931298,6
1002931390,5.7
1002931434,6
1002931483,7.5
1002931807,5.8
1002932157,4.5
1002932183,3
1002932327,4.5
1002932528,5.2
1002932764,5.9
1002932820,5.2
1002932961,4.6
1002933234,6
1002933328,6.4
1002933335,3.8
1002933337,6.1
1002933577,4.8
1002933584,5.2
1002933749,6.6
1002933773,6.6
1002933990,3.7
1002933991,5.1
1002934629,3.5
1002934751,7
1002934883,4.4
1002934918,5.9
1002935079,5.1
1002935120,6.3
1002935315,6.2
1002935442,6.6
1002935812,4.5
1002936585,3.7
1002936687,6.2
1002936716,4.8
1002937400,6.9
1002937596,4.7
1002938034,3.4
1002938219,5.2
1002938395,4.7
1002938951,5.9
1002939393,7.7
1002939693,7.6
1002940310,7.3
1002941129,6
1002941142,6.2
1002941189,7.3
1002941449,6.7
1002941639,6.4
1002941933,5.5
1002941963,4.6
1002941992,7.6
1002942427,4.6
1002942738,7
1002942788,4.7
1002942830,6.8
1002942870,5.6
1002943027,6.6
1002943274,5.1
1002943428,7.8
1002943473,6.6
1002943640,6.5
1002943725,5.6
1002943740,6.5
1002943865,5.1
1002943961,7
1002944036,7.7
1002944109,7.7
1002944251,5.8
1002944387,7.5
1002944391,5.3
1002944563,8.5
1002944603,5.1
1002944852,7.3
1002944978,4.9
1002945246,6
1002945302,4.7
1002945368,4.5
1002946684,4.3
1002946828,5.9
1002947336,5.9
1002947608,6
1002947719,6.7
1002948182,6.3
1002948360,7.8
1002948390,6.4
1002948675,7.5
1002948757,6.5
1002948893,6.5
1002949123,6.5
1002949124,7.3
1002949202,6.3
1002949597,6.6
1002949752,5.5
1002949953,4.7
1002950025,7.2
1002950183,5.4
1002950260,6.8
1002950293,5.3
1002950317,6
1002950319,5.2
1002950353,4
1002950416,6.8
1002950425,6.7
1002950443,7.6
1002950467,5.6
1002950728,3.8
1002950733,3.8
1002950944,5.9
1002950973,5.9
1002951061,6.8
1002951136,5.9
1002951227,6.8
1002951424,5.7
1002951492,7
1002951545,5.2
1002951814,5.3
1002951893,5.9
1002951894,8.7
1002951943,5.3
1002952123,7.6
1002952189,6.2
1002952318,7.9
1002952360,6.3
1002952525,4.9
1002952663,7.1
1002952818,6.8
1002952845,5.2
1002952900,5.1
1002953103,7.1
1002953163,5.5
1002953236,6
1002953367,4.5
1002953687,7.2
1002954031,6.4
1002954797,5
1002955287,4.8
1002955427,7
1002956190,5.1
1002956226,7
1002956311,6.3
1002956454,7.2
1002956533,4.2
1002956580,4.4
1002956599,5
1002956737,5
1002956770,6.6
1002956842,7.5
1002957004,5.7
1002957411,5.3
1002957484,4.4
1002957511,5.7
1002957620,6.7
1002957652,7
1002957717,3.4
1002957863,6.5
1002957876,7.2
1002958356,3.8
1002958576,4
1002958795,6
1002958828,4.9
1002959164,4.7
1002959180,4.6
1002959554,7.1
1002959789,7.5
1002960123,4.8
1002960175,7.8
1002960356,5.2
1002960632,6.4
1002960668,9.3
1002960833,6.5
1002961537,6.1
1002961735,6.8
1002961951,7.1
1002961982,5.5
1002962433,6.7
1002962477,6.8
1002962494,7.9
1002962665,5.7
1002962733,6.3
1002962746,5.7
1002962756,6.6
1002962984,5.8
1002963346,4.9
1002963629,5.1
1002963673,7.2
1002963690,5.2
1002963786,6.1
1002963795,7.5
1002963824,6.9
1002964062,6.8
1002964081,5.3
1002964157,5.5
1002964195,4.3
1002964369,7.3
1002964632,6.7
1002964887,6.2
1002965057,5.2
1002965073,7.2
1002965199,3.3
1002965404,7.9
1002965864,8.2
1002966072,6.8
1002966125,6.1
1002966162,6.3
1002966383,6
1002966918,5.9
1002966969,5.8
1002966982,5.5
1002967199,6.6
1002967370,6.8
1002967402,4.9
1002967559,7
1002967640,4.9
1002967648,5.1
1002967658,6.8
1002967871,5.3
1002967969,6.3
1002967992,6.3
1002968152,7
1002968302,7.2
1002968311,5.5
1002968420,6.6
1002968458,7.1
1002969128,7.5
1002969176,7.1
1002969198,7
1002969358,6.8
1002969406,6.3
1002969642,5.6
1002969794,4.6
1002969921,5.2
1002969990,6.6
1002970032,7.4
1002970091,7.2
1002970109,6
1002970193,7.4
1002970229,5.6
1002970249,5.2
1002970352,5.5
1002970612,6.6
1002970720,5.9
1002970732,7.6
1002970765,7.3
1002970947,6.7
1002971534,4
1002971563,7
1002972782,4
1002972917,7.4
1002973241,5.3
1002973910,6.3
1002973963,5.4
1002973980,6.4
1002974138,6.4
1002974244,5.3
1002974250,6.1
1002974345,7
1002974450,6.8
1002974464,5.2
1002975017,8.3
1002975022,6.1
1002975107,6.9
1002975281,5
1002975585,5
1002975726,5.7
1002976002,4.9
1002976205,3.8
1002976220,5.9
1002976516,6.7
1002977923,6.1
1002977964,6
1002978197,4.8
1002978393,4.8
1002978795,6.3
1002979049,5.7
1002979063,6.1
1002979494,5.5
1002980079,4.7
1002980192,6.9
1002980219,5.1
1002980273,5
1002980351,5.9
1002980456,6.1
1002980553,6.2
1002980606,4.3
1002980793,7.1
1002981028,6
1002981106,5.4
1002981195,5.3
1002981657,6.6
1002981725,6.4
1002981776,8.4
1002982011,5.4
1002982100,5.1
1002982241,6.2
1002983090,5.9
1002983458,7.2
1002983728,6.8
1002984129,5.8
1002984327,7.3
1002984458,6
1002984516,7
1002984559,6.7
1002984699,5.5
1002985018,6.5
1002985070,4.8
1002985090,6.9
1002985116,8.3
1002985363,5
1002985381,6.7
1002985599,6.6
1002986085,6.3
1002986169,7.7
1002986201,6.4
1002986271,5.7
1002986463,5.5
1002986672,5.9
1002986780,7.2
1002986825,6.2
1002986879,7.3
1002986940,5.9
1002986977,8.1
1002987112,3.4
1002987172,7.5
1002987251,7
1002987370,5.3
1002987387,4.9
1002987602,6.2
1002987891,7.7
1002987900,5.3
1002987922,5.1
1002988033,5.3
1002988566,5.2
1002988659,8
1002988917,5.5
1002989936,6.5
1002990362,7
1002990509,7.1
1002990669,6.7
1002990778,4.6
1002990938,5.3
1002991136,5.7
1002991554,5.2
1002991757,7.2
1002991872,7.8
1002991929,7
1002991932,7.8
1002992199,6
1002992513,5.8
1002992673,7.2
1002992710,5.5
1002992788,6.6
1002992921,4.9
1002993351,4.7
1002993440,5.7
1002993479,6.8
1002993676,6.7
1002993813,4.6
1002993834,7.5
1002993979,6.8
1002994035,6.2
1002994190,4.4
1002994191,7.2
1002994360,5.3
1002994433,7.2
1002995034,6.7
1002995276,5.4
1002996194,6.1
1002996672,6.8
1002996774,6.3
1002996863,6
1002997018,5.1
1002997103,7.3
1002997505,5.7
1002997708,5.1
1002997745,5.2
1002997796,5.7
1002997812,5.2
1002998159,6.1
1002998464,7.2
1002999245,7.2
1002999249,6.7
1002999490,7.2
1002999779,6.8
1002999797,6
1002999878,4.6
1003000196,7.4
1003000210,7.5
1003000899,7.2
1003001039,6.9
1003001756,6
1003001957,6.7
1003002428,7.5
1003002497,3.7
1003002654,5.5
1003002813,6.6
1003002963,5.4
1003003006,4.5
1003003052,6.2
1003003341,6.1
1003003362,7.2
1003003640,6
1003003700,5
1003003742,6.9
1003003753,7.1
1003003874,7.7
1003004011,3.6
1003004023,6.1
1003004278,4.7
1003004280,6.4
1003004698,5.1
1003004733,6.9
1003004843,7.5
1003004949,7
1003004994,5
1003004999,7.2
1003005043,8.2
1003005233,5.8
1003005300,5.7
1003007252,5.2
1003007591,3.4
1003007995,5.5
1003008256,4.2
1003008388,7.9
1003008652,4.8
1003008703,6.1
1003008842,5.5
1003009012,7.7
1003009157,5.2
1003009231,5.8
1003009337,4.2
1003009370,4.1
1003009533,6.8
1003009543,7.5
1003009724,7.5
1003009841,6.6
1003009861,4.8
1003010082,4.3
1003010523,4.9
1003010570,5.4
1003010758,5.3
1003011331,6.9
1003011914,6.2
1003012312,3.9
1003012501,4.6
1003012675,6.5
1003012695,6.3
1003012949,5.4
1003013008,5.7
1003013278,6.7
1003013467,5.3
1003013545,5.3
1003013710,7.2
1003013802,6.6
1003013913,7.1
1003013981,6.2
1003013986,6.5
1003014101,6.8
1003014229,6.4
1003014308,6.5
1003014393,6.3
1003014635,4.8
1003014680,6
1003014812,5.9
1003014918,6.5
1003015401,4.6
1003015488,4.7
1003015567,7.4
1003015724,7
1003016112,7.2
1003016727,7.1
1003016994,8.5
1003017165,6.9
1003017221,4.3
1003017450,8.4
1003017551,5.8
1003017573,6.9
1003017906,4.8
1003018143,6.7
1003018516,7.4
1003018984,6.1
1003019053,6.1
1003019136,6.5
1003019175,3.7
1003019267,6.1
1003019552,7.8
1003019591,5.8
1003020056,5.3
1003020292,6.2
1003020388,7
1003020543,5.5
1003020674,4.2
1003020897,8.7
1003021360,7.4
1003021717,6.2
1003022207,7.3
1003022270,7
1003022466,3.6
1003022502,8.2
1003023180,6
1003023462,7
1003024312,6.7
1003024326,3.3
1003024399,4.1
1003024535,5.5
1003024580,4.9
1003025062,6.7
1003025287,6.6
1003025573,6
1003025667,4.7
1003025742,5.8
1003026455,5.2
1003026665,7.4
1003026762,5.7
1003026910,5.6
1003027215,3.4
1003027887,5.8
1003027999,6.7
1003028022,8.1
1003028241,6.7
1003028396,5.2
1003028628,4.8
1003028811,5.2
1003028995,6.5
1003029151,6.9
1003029332,6.8
1003029541,7.1
1003029826,4.9
1003029874,7.7
1003029966,7.6
1003029993,5.2
1003030064,4.3
1003030076,5.2
1003030773,7.7
1003031348,5.5
1003031499,4.4
1003031928,4.5
1003031935,6
1003032206,8.3
1003032612,6.1
1003032635,7.9
1003032798,7.5
1003032847,6
1003032874,5.1
1003032964,6.6
1003033019,5.9
1003034278,6.6
1003034768,7.4
1003034889,7.8
1003035493,6.7
1003035931,7
1003035937,6.2
1003036183,6.4
1003036637,5.5
1003036734,5.7
1003036914,4.1
1003037156,4.9
1003037659,5.3
1003037856,7.1
1003037872,7.4
1003037911,5
1003038087,5.8
1003038155,5.7
1003038316,3.2
1003038428,5.7
1003038822,4.6
1003039153,7.4
1003039222,4.4
1003039296,6.8
1003039301,5.5
1003039457,5.6
1003039702,7
1003039851,9.3
1003039972,4.6
1003040050,6
1003040080,4.3
1003040370,5
1003040484,5.6
1003040529,4.5
1003040964,2.3
1003041087,5.9
1003041956,5.4
1003041979,5.1
1003042051,6.1
1003042124,5
1003042138,7.1
1003042273,7.4
1003042423,3.9
1003042462,6.2
1003042498,7
1003042509,4.3
1003042602,4.8
1003042682,6.4
1003042859,7.1
1003042984,5.4
1003043019,6.1
1003043121,7.4
1003043386,5.7
1003043419,7.8
1003043469,5.1
1003043504,7.3
1003043513,6.5
1003043596,6
1003043635,6.9
1003043871,4.8
1003043941,6.9
1003044407,4.4
1003044883,6.5
1003045713,7
1003045882,5.8
1003045974,7.5
1003046096,7.5
1003046113,4.1
1003046157,7.6
1003046194,4.9
1003046357,6.7
1003046568,6.5
1003046743,5.4
1003047128,6.9
1003047139,5.8
1003047159,7.4
1003047286,5.4
1003047303,4.3
1003047343,3.3
1003047361,6.8
1003047423,6.1
1003047623,8.2
1003047674,6.2
1003047855,7.2
1003048181,5.3
1003048336,7.1
1003048375,6.5
1003048395,6.5
1003048482,6.6
1003048491,4.8
1003048633,6.5
1003048750,6.7
1003049592,3.2
1003049737,7.2
1003049851,6.2
1003050078,4.3
1003051005,5.4
1003051234,5.9
1003051520,5.5
1003051687,5.8
1003051757,6.9
1003051928,5.3
1003051931,7
1003051958,6.4
1003051965,7.7
1003052095,6.6
1003052472,4.6
1003052509,4.6
1003052572,5.6
1003052583,7.2
1003052774,6
1003052917,4.6
1003053060,7.1
1003053082,7.2
1003053099,6
1003053121,8.4
1003053156,5.5
1003054215,6.9
1003054277,4.4
1003054473,6.7
1003054656,6.1
1003054743,5.5
1003055094,7
1003056014,6.4
1003056303,6.2
1003056469,5
1003056920,6
1003056975,5.6
1003056979,7.2
1003057071,6.2
1003057096,5.8
1003057114,7.1
1003057303,6.6
1003057432,6
1003057726,6.3
1003057778,5.9
1003057890,5.6
1003057998,8
1003058366,6.1
1003058565,5.5
1003058949,8.1
1003059929,4.7
1003060044,6.7
1003060714,5.7
1003061239,5.2
1003061500,4.5
1003062376,6.5
1003062635,3.8
1003062662,7.4
1003062865,6.6
1003062914,6
1003062958,5.6
1003063046,4.9
1003063102,4.1
1003063107,5.4
1003063608,5
1003063860,6.1
1003064074,6.3
1003064221,6.3
1003064223,6.3
1003064338,6.4
1003064570,7
1003064573,8.7
1003064589,6.8
1003064651,7.9
1003064858,7.1
1003065006,3.9
1003065055,3.3
1003065250,6.7
1003065408,6.1
1003065490,6.7
1003066801,5.4
1003066854,4.7
1003066898,6.4
1003066913,7.7
1003066953,6.6
1003067740,7.5
1003068051,6.9
1003068629,4.1
1003069190,6.2
1003069585,6.2
1003069703,5.6
1003069932,5.3
1003069935,5.2
1003070025,7.8
1003070043,7.7
1003070188,7
1003070298,6.6
1003070312,5.1
1003070536,7.2
1003070588,5.9
1003070799,7.1
1003070831,7.6
1003070884,2.7
1003071107,3.7
1003071122,4
1003071124,5.9
1003071198,7.1
1003071223,6.5
1003071242,6.8
1003072173,5.4
1003072521,6.9
1003073719,6.4
1003073798,6.3
1003074278,3.8
1003074437,3.6
1003074811,6.3
1003075030,6.9
1003075140,6.5
1003075272,5.2
1003075276,6.4
1003075437,7.7
1003075621,6.9
1003076349,1.6
1003076461,7.9
1003076506,6.8
1003076561,6.7
1003076692,7.4
1003077795,7.6
1003078296,4.3
1003078337,8.1
1003078794,4.1
1003079036,6.4
1003079048,4.2
1003079484,5.4
1003079674,4.9
1003079831,6.8
1003080185,6.5
1003080497,7.1
1003081069,6.8
1003082884,6
1003082952,6
1003083096,6.5
1003083197,6.3
1003083219,6.5
1003083329,6.8
1003083449,5
1003083559,7.1
1003083852,8
1003083899,5.8
1003083965,6.6
1003084107,7.5
1003084358,5.7
1003084455,5.4
1003084462,6.7
1003084725,5.1
1003084849,5.8
1003085210,7.4
1003085376,7.5
1003085501,6.6
1003085780,6.1
1003086102,4.1
1003086380,4.8
1003086529,5.7
1003088339,5.8
1003088852,4.8
1003089483,6.4
1003089678,6.4
1003089682,6.9
1003089714,5
1003089729,5.1
1003089790,5.3
1003089916,7
1003090008,6.5
1003090096,6
1003090248,4.6
1003090303,3.3
1003090524,4.9
1003091017,6.2
1003091032,3.7
1003091422,4.9
1003091482,7
1003093414,5.9
1003093538,6.9
1003093800,6.3
1003093822,5.7
1003093965,5.9
1003093969,5.2
1003094116,5.3
1003094213,5.5
1003094282,6.6
1003094306,5.6
1003094440,6
1003094888,8.8
1003094966,7
1003095087,4.3
1003095202,4.1
1003095262,7.1
1003095448,4.8
1003095577,5.3
1003095682,6.3
1003095691,4.5
1003095825,5.5
1003095869,6.5
1003095900,8
1003096048,6.7
1003096098,7.6
1003096491,5.6
1003096859,6.1
1003097603,5.1
1003097946,5.4
1003098110,6
1003098316,3.3
1003098444,6.2
1003098514,6.5
1003098558,5.7
1003098576,6.4
1003098579,6.5
1003098744,4.3
1003098923,6.9
1003099034,6.3
1003099083,5.7
1003099112,5.3
1003099277,5.2
1003099385,5.6
1003099435,6.3
1003099439,8.3
1003099566,6.6
1003099673,4.3
1003099770,5.6
1003100262,6.3
1003100350,5.1
1003101087,5.7
1003101137,5.1
1003101417,6.9
1003101431,8.3
1003101454,7.3
1003101521,6.3
1003101523,5
1003101564,7.4
1003101579,6
1003101805,5.6
1003101811,3.9
1003101860,5
1003101869,6.2
1003102396,5.6
1003102436,5.5
1003102829,4.4
1003103068,7.3
1003103544,6.8
1003103817,5.8
1003103898,4.7
1003104001,7.9
1003104111,5
1003104549,9.2
1003104678,6.2
1003104729,5.3
1003104955,6
1003105439,4.1
1003105514,4.2
1003106374,7.6
1003106451,4.9
1003106542,6.1
1003106773,5.7
1003106779,5.2
1003106871,6.8
1003107075,4.8
1003107125,6.3
1003107331,7.6
1003107336,5.4
1003107402,7.1
1003107510,6.8
1003107533,6.9
1003107537,4.3
1003107659,4.8
1003107714,6.4
1003107985,7.2
1003108404,6.7
1003108541,5.9
1003108842,6.7
1003109023,3.2
1003109260,6.4
1003109273,5.7
1003109489,6.3
1003109716,7
1003109972,6.3
1003110160,6.9
1003110776,7
1003110989,4.1
1003111013,6.3
1003111227,5.8
1003111754,6.5
1003112001,7.5
1003112002,4.9
1003112100,5
1003112244,7.4
1003112316,4.5
1003112482,4.3
1003112576,5.7
1003112597,7.9
1003113054,5.4
1003113483,7.5
1003113525,7.2
1003114053,6
1003114403,5.9
1003114526,6.9
1003114737,6.3
1003115049,7
1003115098,5.7
1003115110,7.4
1003115310,6.2
1003115345,6.7
1003115489,7.2
1003115535,7.3
1003115613,7.1
1003115750,6.5
1003116201,8
1003116531,5.2
1003116739,5.7
1003116761,6.8
1003116841,6.7
1003116866,3.8
1003117207,5.9
1003117796,7.7
1003117815,6.7
1003118267,6.3
1003118292,5.1
1003118507,6.4
1003118982,6
1003118992,8
1003119377,7.1
1003119532,6.2
1003119652,6.1
1003119759,6.2
1003119846,4.2
1003119919,6.3
1003119971,7
1003119997,5.1
1003120034,3.4
1003120198,7.4
1003120391,5.7
1003120403,6.9
1003120421,5.8
1003120495,4.4
1003120517,5.9
1003120732,5.1
1003120773,7.1
1003120900,3.3
1003121074,7.8
1003121172,7.3
1003121382,7.3
1003121645,7.8
1003122066,6.8
1003122314,5.2
1003122504,5.4
